                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.6613,                 2.3487,                 1.4965,                0.64055,                  0.425,                 0.5042,                0.17771,                 1.9756,                 1.6166,                 1.8013,              0.0014029,              0.0014029,              0.0014029
                     19,                 1.5932,                  2.038,                 1.5022,                0.71714,                0.62043,                0.70966,                0.25577,                 1.9313,                 1.4384,                 1.7328,              0.0013864,              0.0013864,              0.0013864
                     20,                   1.75,                 2.0449,                 1.5734,                0.68353,                  0.675,                0.76427,                 0.3145,                 1.8231,                 1.5832,                  1.728,              0.0013699,              0.0013699,              0.0013699
                     21,                 1.6723,                 1.8932,                 1.5298,                0.97333,                0.63985,                0.80244,                0.32744,                 1.8865,                 1.5483,                 1.7532,              0.0013534,              0.0013534,              0.0013534
                     22,                 1.5885,                 1.8236,                 1.5073,                0.92378,                0.51869,                0.69833,                0.30712,                 1.7876,                 1.5764,                 1.6105,              0.0013369,              0.0013369,              0.0013369
                     23,                 1.6398,                 1.9127,                 1.5541,                0.62568,                   0.65,                0.71034,                0.31402,                 1.8525,                 1.4867,                 1.6817,              0.0013204,              0.0013204,              0.0013204
                     24,                 1.6887,                 1.7552,                 1.5624,                0.75598,                0.56407,                0.69701,                0.30416,                 1.8927,                 1.4771,                 1.8696,              0.0013039,              0.0013039,              0.0013039
                     25,                 1.5428,                 1.8028,                 1.5109,                0.67131,                0.63397,                0.68171,                0.32117,                 1.8013,                 1.6073,                 1.8147,              0.0012874,              0.0012874,              0.0012874
                     26,                 1.6109,                 1.7442,                 1.5114,                0.76286,                0.65142,                0.67796,                0.30927,                 1.8234,                 1.4655,                 1.8674,              0.0012709,              0.0012709,              0.0012709
                     27,                 1.6592,                 1.6781,                  1.561,                0.92918,                0.69957,                0.80479,                 0.3338,                 1.8326,                 1.3441,                 1.8013,              0.0012544,              0.0012544,              0.0012544
                     28,                  1.604,                 1.8088,                 1.4982,                0.84756,                0.71448,                0.79375,                 0.3532,                 1.7819,                 1.3218,                 1.7134,              0.0012379,              0.0012379,              0.0012379
                     29,                 1.5233,                 1.5384,                 1.4696,                0.75952,                0.69486,                0.75216,                 0.3703,                 1.8051,                 1.2723,                 1.7513,              0.0012214,              0.0012214,              0.0012214
                     30,                 1.6091,                 1.6387,                 1.5101,                0.77342,                 0.6439,                0.69836,                0.31647,                 1.7893,                 1.4952,                 1.7957,              0.0012049,              0.0012049,              0.0012049
                     31,                 1.5841,                 1.5364,                 1.5099,                0.83692,                  0.625,                 0.7146,                 0.3349,                 1.7586,                 1.3797,                 1.7482,              0.0011884,              0.0011884,              0.0011884
                     32,                 1.6361,                 1.5511,                 1.5636,                0.78445,                  0.725,                0.69661,                0.30741,                 1.8601,                  1.342,                 1.8367,              0.0011719,              0.0011719,              0.0011719
                     33,                 1.5096,                 1.5098,                 1.4202,                0.79872,                0.71878,                0.70199,                0.33352,                 1.8752,                 1.4407,                 1.8838,              0.0011554,              0.0011554,              0.0011554
                     34,                 1.5322,                 1.5488,                 1.4522,                0.89011,                   0.75,                  0.762,                0.32598,                 1.8541,                 1.3997,                  1.861,              0.0011389,              0.0011389,              0.0011389
                     35,                 1.5442,                 1.5814,                 1.4932,                0.90108,                   0.75,                 0.7534,                0.32884,                 1.8426,                 1.3164,                 1.7778,              0.0011224,              0.0011224,              0.0011224
                     36,                 1.5779,                 1.6369,                  1.506,                0.81114,                0.68993,                0.68831,                0.30465,                 1.8985,                  1.253,                 1.7724,              0.0011059,              0.0011059,              0.0011059
                     37,                 1.4983,                 1.5721,                  1.481,                0.91671,                0.77467,                0.81941,                0.36301,                 1.8331,                 1.1653,                 1.7285,              0.0010894,              0.0010894,              0.0010894
                     38,                 1.6277,                 1.6213,                 1.5038,                0.94925,                0.72158,                0.83954,                0.37697,                 1.8191,                  1.191,                 1.7247,              0.0010729,              0.0010729,              0.0010729
                     39,                 1.5655,                 1.4066,                   1.46,                 0.9419,                0.67946,                0.83139,                0.39251,                 1.7812,                 1.1859,                 1.6913,              0.0010564,              0.0010564,              0.0010564
                     40,                 1.4774,                 1.4253,                 1.4308,                0.78557,                 0.7628,                0.85326,                0.39254,                 1.8071,                 1.2065,                 1.6789,              0.0010399,              0.0010399,              0.0010399
                     41,                 1.5002,                 1.4052,                 1.4401,                0.81622,                0.82008,                0.83376,                0.37472,                 1.8429,                 1.0901,                 1.7088,              0.0010234,              0.0010234,              0.0010234
                     42,                 1.4369,                 1.3721,                 1.4201,                 0.7816,                 0.7813,                0.81386,                0.35095,                 1.8335,                 1.0649,                  1.741,              0.0010069,              0.0010069,              0.0010069
                     43,                 1.5624,                 1.4176,                 1.4716,                 0.8216,                 0.7682,                0.79695,                0.37038,                 1.7711,                 1.0811,                 1.7939,             0.00099036,             0.00099036,             0.00099036
                     44,                 1.4573,                 1.3301,                  1.375,                0.88996,                    0.8,                0.87028,                0.40007,                 1.8033,                    1.1,                 1.8382,             0.00097386,             0.00097386,             0.00097386
                     45,                 1.4959,                 1.3714,                 1.4232,                 0.9439,                0.78604,                0.84945,                0.38504,                 1.8157,                 1.1338,                 1.7942,             0.00095736,             0.00095736,             0.00095736
                     46,                 1.4342,                 1.4139,                 1.3855,                0.83536,                0.78373,                0.82525,                0.34983,                 1.8476,                 1.0449,                  1.771,             0.00094085,             0.00094085,             0.00094085
                     47,                 1.4105,                 1.3063,                 1.4026,                0.91877,                  0.725,                0.80689,                0.31264,                 1.8603,                 1.0756,                 1.7797,             0.00092435,             0.00092435,             0.00092435
                     48,                 1.5175,                 1.3593,                 1.4606,                0.90027,                  0.725,                0.80207,                 0.3344,                 1.8051,                 1.0527,                 1.7852,             0.00090785,             0.00090785,             0.00090785
                     49,                 1.4999,                  1.348,                 1.4148,                 0.7731,                  0.775,                0.75241,                0.35067,                 1.7116,                 1.0113,                 1.7118,             0.00089134,             0.00089134,             0.00089134
                     50,                 1.4476,                 1.2614,                 1.4207,                0.83116,                0.69097,                0.72293,                0.35917,                 1.6822,                 1.0376,                 1.6881,             0.00087484,             0.00087484,             0.00087484
                     51,                 1.4888,                  1.328,                 1.4404,                0.77885,                  0.625,                0.67662,                 0.3432,                 1.6683,                 1.0995,                 1.6752,             0.00085834,             0.00085834,             0.00085834
                     52,                 1.4887,                 1.3137,                 1.3997,                0.90767,                  0.675,                0.78476,                0.35972,                 1.7025,                 1.1356,                 1.6938,             0.00084184,             0.00084184,             0.00084184
                     53,                 1.4687,                 1.2517,                 1.3775,                0.91046,                    0.7,                 0.7808,                0.37024,                 1.7125,                 1.1081,                 1.6996,             0.00082533,             0.00082533,             0.00082533
                     54,                 1.4331,                 1.3033,                 1.3844,                0.92984,                  0.725,                0.81301,                0.36524,                 1.8152,                 1.0852,                 1.7489,             0.00080883,             0.00080883,             0.00080883
                     55,                 1.4128,                 1.2218,                 1.3569,                 0.8933,                0.72496,                0.80018,                0.33795,                 1.8392,                 1.0607,                 1.7572,             0.00079233,             0.00079233,             0.00079233
                     56,                  1.394,                 1.2385,                 1.4084,                 0.9607,                0.66992,                0.76843,                0.33088,                 1.8351,                 1.0679,                 1.7345,             0.00077582,             0.00077582,             0.00077582
                     57,                    1.4,                 1.2857,                 1.3811,                0.89086,                0.69561,                0.77455,                0.33299,                 1.8512,                 1.0144,                 1.7286,             0.00075932,             0.00075932,             0.00075932
                     58,                 1.4262,                 1.2387,                 1.3926,                0.97531,                0.72056,                0.82757,                0.36547,                 1.8358,                 1.0011,                 1.7252,             0.00074282,             0.00074282,             0.00074282
                     59,                 1.3346,                 1.1534,                 1.2846,                0.96823,                    0.7,                0.82804,                0.37058,                 1.8981,                 1.0217,                 1.7761,             0.00072631,             0.00072631,             0.00072631
                     60,                 1.4184,                 1.1596,                  1.376,                0.90897,                  0.725,                0.81425,                0.36335,                 1.8991,                 1.0686,                 1.7834,             0.00070981,             0.00070981,             0.00070981
                     61,                 1.3003,                 1.1819,                 1.2985,                0.92278,                   0.75,                0.82593,                0.37754,                 1.8714,                0.99169,                 1.7623,             0.00069331,             0.00069331,             0.00069331
                     62,                 1.4054,                 1.3696,                 1.3704,                0.98077,                0.73407,                0.84376,                0.36353,                 1.8025,                 1.0282,                 1.7297,              0.0006768,              0.0006768,              0.0006768
                     63,                 1.4137,                  1.242,                 1.3547,                0.97476,                0.72383,                0.85753,                0.37285,                 1.8246,                 1.0521,                 1.7408,              0.0006603,              0.0006603,              0.0006603
                     64,                 1.3648,                 1.1206,                 1.3044,                0.82963,                0.78341,                0.86466,                0.36525,                 1.9002,                 1.0235,                 1.8012,              0.0006438,              0.0006438,              0.0006438
                     65,                 1.3839,                 1.2177,                 1.3608,                0.89062,                0.68021,                0.83459,                0.36079,                 1.9134,                0.98753,                 1.8077,             0.00062729,             0.00062729,             0.00062729
                     66,                 1.4743,                   1.23,                 1.4294,                0.77953,                 0.7899,                 0.8483,                0.38191,                 1.9129,                0.99687,                 1.8303,             0.00061079,             0.00061079,             0.00061079
                     67,                 1.3654,                  1.105,                 1.3881,                0.83267,                0.80678,                0.85644,                0.38215,                 1.9273,                0.98184,                 1.8371,             0.00059429,             0.00059429,             0.00059429
                     68,                 1.4046,                  1.147,                  1.309,                0.79399,                    0.8,                0.84716,                0.38363,                 1.9319,                 1.0812,                 1.8643,             0.00057778,             0.00057778,             0.00057778
                     69,                 1.3752,                 1.1195,                 1.3882,                0.81113,                0.76103,                0.82273,                0.37657,                 1.9357,                 1.0537,                  1.865,             0.00056128,             0.00056128,             0.00056128
                     70,                 1.3606,                 1.1036,                 1.3676,                0.90851,                0.83977,                0.85973,                0.35923,                  1.949,                 1.0228,                 1.8748,             0.00054478,             0.00054478,             0.00054478
                     71,                 1.3205,                 1.1434,                 1.3234,                0.89113,                0.81464,                0.84771,                0.34182,                 1.9587,                0.97861,                 1.8376,             0.00052827,             0.00052827,             0.00052827
                     72,                  1.268,                 1.0753,                 1.2773,                0.89556,                0.80744,                0.85247,                0.34515,                  1.964,                0.97669,                 1.8402,             0.00051177,             0.00051177,             0.00051177
                     73,                 1.2993,                 1.0278,                 1.3247,                0.91548,                0.79418,                0.84621,                0.36441,                 1.9409,                 1.0148,                 1.8462,             0.00049527,             0.00049527,             0.00049527
                     74,                 1.2127,                 1.0435,                 1.2497,                0.90727,                    0.8,                0.85134,                0.40135,                 1.9065,                 1.0088,                 1.8409,             0.00047876,             0.00047876,             0.00047876
                     75,                 1.2575,                 1.0248,                 1.2556,                0.87254,                0.81416,                0.84746,                0.39568,                 1.8994,                  1.009,                 1.8623,             0.00046226,             0.00046226,             0.00046226
                     76,                 1.2865,                 1.0698,                 1.2322,                0.80219,                   0.75,                0.76601,                0.38595,                 1.9046,                 1.0209,                 1.8771,             0.00044576,             0.00044576,             0.00044576
                     77,                 1.2574,                  1.075,                 1.2934,                 0.7958,                 0.7668,                0.76345,                0.36054,                 1.9553,                0.98032,                 1.9521,             0.00042925,             0.00042925,             0.00042925
                     78,                 1.2666,                 1.0562,                 1.2604,                0.76775,                0.74007,                0.76086,                0.36633,                 1.9515,                 0.9848,                 1.9348,             0.00041275,             0.00041275,             0.00041275
                     79,                 1.2375,                0.95677,                 1.2804,                 0.7978,                0.75161,                0.79918,                0.38424,                 1.8623,                 1.0038,                 1.8485,             0.00039625,             0.00039625,             0.00039625
                     80,                 1.2422,                0.98287,                 1.2376,                0.86426,                 0.7103,                0.79698,                0.40223,                  1.828,                0.99651,                 1.8452,             0.00037974,             0.00037974,             0.00037974
                     81,                 1.2614,                 1.0502,                 1.2797,                0.95853,                  0.775,                0.87783,                0.42104,                 1.7738,                0.94672,                 1.8079,             0.00036324,             0.00036324,             0.00036324
                     82,                 1.2658,                 1.0187,                 1.2274,                0.95899,                0.74314,                 0.8648,                0.42302,                 1.7877,                0.96555,                 1.8176,             0.00034674,             0.00034674,             0.00034674
                     83,                 1.3339,                 1.1402,                  1.321,                0.89746,                    0.8,                0.87004,                0.41825,                 1.7988,                0.95032,                 1.8145,             0.00033023,             0.00033023,             0.00033023
                     84,                 1.3051,                 1.0921,                 1.2953,                0.88998,                  0.775,                0.86343,                0.41431,                 1.8399,                0.90842,                  1.807,             0.00031373,             0.00031373,             0.00031373
                     85,                 1.2578,                0.96811,                 1.2467,                0.89877,                  0.775,                0.86319,                0.41639,                 1.8416,                0.89954,                 1.7997,             0.00029723,             0.00029723,             0.00029723
                     86,                  1.213,                 1.0199,                 1.2662,                0.89895,                0.78807,                0.86852,                0.40367,                 1.8661,                0.87839,                 1.8399,             0.00028072,             0.00028072,             0.00028072
                     87,                 1.3026,                 1.0606,                 1.2958,                0.90656,                0.79143,                0.86702,                0.40626,                  1.892,                0.88948,                 1.8568,             0.00026422,             0.00026422,             0.00026422
                     88,                  1.183,                0.99688,                 1.2609,                0.91859,                0.79328,                0.86507,                0.39958,                 1.9315,                  0.894,                 1.8899,             0.00024772,             0.00024772,             0.00024772
                     89,                 1.2671,                 1.0765,                 1.2196,                0.92595,                0.81488,                0.87585,                0.39665,                 1.9486,                0.91568,                 1.9181,             0.00023121,             0.00023121,             0.00023121
                     90,                 1.2292,                 1.0771,                 1.2383,                0.90886,                0.80221,                0.86814,                0.38392,                 1.9444,                0.92451,                 1.9066,             0.00021471,             0.00021471,             0.00021471
                     91,                 1.1194,                 1.0165,                 1.2092,                0.94154,                0.82105,                0.87058,                0.38674,                 1.8946,                0.89186,                 1.8516,             0.00019821,             0.00019821,             0.00019821
                     92,                 1.1354,                  1.015,                 1.1916,                0.88931,                  0.825,                  0.869,                0.40152,                 1.8863,                 0.8864,                 1.8303,              0.0001817,              0.0001817,              0.0001817
                     93,                 1.1911,                 1.0324,                 1.2666,                0.93677,                0.82266,                0.87015,                0.39576,                 1.8847,                0.91333,                 1.8295,              0.0001652,              0.0001652,              0.0001652
                     94,                 1.1294,                 1.0033,                 1.1897,                0.93272,                  0.825,                0.86962,                  0.405,                 1.8722,                 0.9585,                 1.8599,              0.0001487,              0.0001487,              0.0001487
                     95,                 1.1022,                0.91289,                 1.2099,                0.91141,                    0.8,                0.86281,                0.40526,                 1.8551,                0.94984,                  1.854,             0.00013219,             0.00013219,             0.00013219
                     96,                 1.0494,                  0.887,                 1.1349,                0.91962,                0.79569,                 0.8599,                0.39379,                 1.8483,                0.97826,                 1.8534,             0.00011569,             0.00011569,             0.00011569
                     97,                 1.0917,                0.91152,                 1.1872,                0.94176,                0.79438,                0.85799,                0.38798,                 1.8515,                0.98686,                 1.8621,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                 1.1429,                0.93784,                 1.2226,                0.93288,                0.79497,                 0.8572,                0.39261,                 1.8167,                0.90324,                 1.8153,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                 1.0457,                0.86844,                 1.1762,                0.93339,                  0.825,                 0.8602,                0.39879,                 1.8415,                0.95534,                 1.8572,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                 1.0132,                0.87637,                 1.1564,                0.93817,                  0.825,                0.85704,                0.40933,                 1.8041,                0.88266,                 1.8076,             4.9677e-05,             4.9677e-05,             4.9677e-05
